item,feedfieldname,title,description,datatypecode,filecode,tablecode,heirarchycode,units,polarity,includedinscores,pillaritem,catitem,reglicflag,valuescoreexists,asrepexists,sourceexists
96,CO2EquivalentsEmissionIndirectScope3,"CO2 Equivalent Emissions Indirect, Scope 3","Total CO2 and CO2 Scope Three equivalent emission in tonnes. - scope 3 includes emissions from contractor-owned vehicles, employee business travel (by rail or air), waste disposal, outsourced activities - emissions from product use by customers, emission from the production of purchased materials, emissions from electricity purchased for resale - following gases are relevant : carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorinated compound (PFC), sulfur hexafluoride (SF6), nitrogen trifluoride (NF3) - we follow green house gas (GHG) protocol for all our emission classifications by type",3,2,1,1,Tonnes,Negative,,4,8,2,N,Y,Y
97,CO2EquivalentsEmissionIndirectScope2,"CO2 Equivalent Emissions Indirect, Scope 2","Indirect of CO2 and CO2 equivalents emission in tonnes. - indirect emissions from consumption of purchased electricity, heat or steam which occur at the facility where electricity, steam or heat is generated (scope 2 emissions) - following gases are relevant : carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCS), perfluorinated compound (PFCS), sulfur hexafluoride (SF6), nitrogen trifluoride (NF3) - we follow green house gas (GHG) protocol for all our emission classifications by type",3,2,1,1,Tonnes,Negative,,4,8,2,N,Y,Y
98,CO2EquivalentsEmissionTotal,CO2 Equivalent Emissions Total,"Total Carbon dioxide (CO2) and CO2 equivalents emission in tonnes. - following gases are relevant : carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCS), perfluorinated compound (PFCS), sulfur hexafluoride (SF6), nitrogen trifluoride (NF3) - total CO2 emission = direct (scope1) + indirect (scope 2) - we follow green house gas (GHG) protocol for all our emission classifications by type",3,2,1,1,Tonnes,Negative,,4,8,2,N,Y,Y
99,EmissionReductionTargetPercentage,Emission Reduction Target Percentage,Percentage of emission reduction target set by the company.,3,2,1,1,Percentage,Positive,,4,8,,N,Y,Y
100,EmissionReductionTargetYear,Emission Reduction Target Year,The year by which the emission reduction target is set.,4,2,1,1,Year,Positive,,4,8,,N,Y,Y
101,EmissionsTrading,Emissions Trading,Does the company report on its participation in any emissions trading initiative? - emissions trading (cap and trade) is a market-based approach used to control pollution by providing economic incentives for achieving reductions in the emissions of pollutants - if a company claims to participate in an emission trading scheme in the future we grade as false,1,2,1,1,Y/N,Positive,TRESG,4,8,,Y,N,Y
102,EmsCertifiedPercent,EMS Certified Percent,The percentage of company sites or subsidiaries that are certified with any environmental management system. - percentage = (number of sites certified/total number of sites at the end of the fiscal year)*100  - percentage of employees working in ISO-14000 certified sites or revenue derived from those certified sites,3,2,1,1,Percentage,Positive,TRESG,4,8,,Y,Y,Y
103,EnvironmentalExpenditures,Environmental Expenditures,"Total amount of environmental expenditures. - all environmental investment & expenditures for environmental protection or to prevent, reduce, control environmental aspects, impacts, and hazards. It also includes disposal, treatment, sanitation, and clean-up expenditure",5,2,1,1,Currency = Local Reporting Currency,Negative,,4,8,,N,Y,Y
104,EnvironmentalInvestmentsInitiatives,Environmental Investments Initiatives,"Does the company report on making proactive environmental investments or expenditures to reduce future risks or increase future opportunities? - investment made in the current fiscal year so as to reduce future risks and increase future opportunities related to the environment - investments made in new technologies to increase future opportunities - treatment of emissions (e.g., expenditures for filters, agents), installation of cleaner technologies",1,2,1,1,Y/N,Positive,,4,8,1,N,N,Y
105,EnvironmentalPartnerships,Environmental Partnerships,"Does the company report on partnerships or initiatives with specialized NGOs, industry organizations, governmental or supra-governmental organizations, which are focused on improving environmental issues?",1,2,1,1,Y/N,Positive,TRESG,4,8,,Y,N,Y
106,EnvironmentalProvisions,Environmental Provisions,"Environmental provisions as reported within the balance sheet. - provisions kept aside to cover possible future environmental liabilities - in general, companies report provisions as liabilities in their balance sheets. Further in the foot notes to the financial statements, the companies clarify that some of the provisions are environmental in nature",5,2,1,1,Currency = Local Reporting Currency,Negative,,4,8,,N,Y,Y
107,EnvironmentalRestorationInitiatives,Environmental Restoration Initiatives,"Does the company report or provide information on company-generated initiatives to restore the environment? - any initiatives to restore the environment like restoration, rehabilitation, clean up and remediation activities  - company's own operation disturbing the environment and restoring the same later is not qualified as restoration initiatives",1,2,1,1,Y/N,Positive,TRESG,4,8,,Y,N,Y
108,EWasteReduction,e-Waste Reduction,"Does the company report on initiatives to recycle, reduce, reuse, substitute, treat or phase out e-waste? - any initiatives which the company has put in place to reduce e-waste - e-waste is used as a generic term embracing all types of waste containing electrically powered components                - e-waste may contain hazardous materials which require special handling and recycling methods - includes all products covered under WEEE (waste electrical and electronic equipment) regulations like fluorescent tubes, sodium lamps, computers, mobiles, telephones, fax machines, copiers, printers, washing machines, dryers, refrigerators, air-conditioners, televisions, VCR/DVD/CD players, wi-fi sets, radios, drills, electric saws, sewing machines, batteries, toner cartridges",1,2,1,1,Y/N,Positive,TRESG,4,8,,Y,N,Y
109,FlaringGases,Flaring Gases,"Total direct flaring or venting of natural gas emissions in tonnes. - relevant to oil & gas sector companies - flaring of produced gas - the process of burning-off surplus combustible vapors from a well, either as a means of disposal or as a safety measure to relieve well pressure - is the most significant source of air emissions from offshore oil and gas installations - we follow green house gas (GHG) protocol for all our emission classifications by type",3,2,1,1,Tonnes,Negative,,4,8,,N,Y,Y
110,HazardousWaste,Hazardous Waste,"Total amount of hazardous waste produced in tonnes. - hazardous wastes are those waste which poses substantial or potential threats to public health or the environment and generally exhibits one or more of these characteristics: ignitable (i.e. flammable), oxidizing, corrosive, toxic and radioactive",3,2,1,1,Tonnes,Negative,,4,8,2,N,Y,Y
111,InternalCarbonPricePerTonne,Internal Carbon Price per Tonne,The internal price on carbon per tonne of CO2 equivalent emissions in the reporting currency.,5,2,1,1,Currency = Local Reporting Currency,Positive,TRESG,4,8,,Y,Y,Y
112,InternalCarbonPricing,Internal Carbon Pricing,Does the company have an internal price on carbon?,1,2,1,1,Y/N,Positive,,4,8,,N,Y,Y
113,Iso14000OrEms,ISO 14000 or EMS,"Does the company claim to have an ISO 14000 or EMS certification? - any of the individual site that has the ISO-14001 certification is qualified information - merely stating adherence to ISO 14000 or following ISO 14000 policies does not qualify , certification is required",6,2,1,1,ISO14000/EMS/Both/No,Positive,,4,8,,N,N,Y
114,NonHazardousWaste,Non-Hazardous Waste,"Total amount of non-hazardous waste produced in tonnes. - non-hazardous wastes are wastes that pose no risk of injury or infections (ex. paper, wood, scrap metals, tailings) - non-hazardous = total waste - hazardous waste - only solid waste is taken into the consideration, exceptionally if liquid waste reported in tonnes then we do the summation to derive total",3,2,1,1,Tonnes,Negative,,4,8,,N,Y,Y
115,NOxEmissions,NOx Emissions,"Total amount of NOx emissions emitted in tonnes. - following gases are relevant : NOx (nitrogen oxide),NO (nitric oxide), NO2 (nitrogen dioxide) - these emissions contribute to eutrophication, acidification and the formation of ground-level ozone - we follow green house gas (GHG) protocol for all our emission classifications by type",3,2,1,1,Tonnes,Negative,,4,8,,N,N,Y
116,NOxSOxEmissionsReduction,NOx and SOx Emissions Reduction,"Does the company report on initiatives to reduce, reuse, recycle, substitute, or phase out SOx (sulfur oxides) or NOx (nitrogen oxides) emissions? - any new project undertaken or initiated to reduce NOx (nitrogen oxide) & SOx (sulfur oxide) emissions - general legal compliance is not qualified data - inline with the legal compliance or government imposed processes to reduce SOx (sulfur oxides) or NOx (nitrogen oxides) which are well described are qualified  - we follow green house gas (GHG) protocol for all our emission classifications by type",1,2,1,1,Y/N,Positive,TRESG,4,8,2,Y,Y,Y
117,OzoneDepletingSubstances,Ozone-Depleting Substances,"Total amount of ozone depleting (CFC-11 equivalents) substances emitted in tonnes. - ozone-depleting substances (ODS) include following: chlorofluorocarbons (CFCS),hydrochlorofluorocarbons (HFCS),halons, methyl bromide, carbon tetrachloride, methyl chloroform",3,2,1,1,Tonnes,Negative,,4,8,2,N,Y,Y
118,ParticulateMatterReduction,Particulate Matter Emissions Reduction,"Does the company report on initiatives to reduce, substitute, or phase out particulate matter less than ten microns in diameter (PM10)? - initiatives which the company has put in place to reduce, substitute, or phase out particulate matter less than ten  microns in diameter (PM10) - any new project undertaken focusing on reduction of particulate matter emissions - dust, fugitive dust and soot are also considered as particulate matter",1,2,1,1,Y/N,Positive,,4,8,,N,N,Y
